Username,waktu,Komentar,Rating
Rio Irawan,2023-03-29,semakin sering updete semakin berat gamenya kalau bisa minimalisir jaringan yang rendah agar tetap bisa main pubg terus,3
Muhamad Rifai,2023-03-29,banyak sangat bug nya dan itu pengaruh gameplay saya seperti ada musuh deket kita tapi tidak dengar step nya sudah saya uninstall saja terima kasih,1
Alvaro Rivat Abyu,2023-03-29,terlalu sering updatemakin berguna ganti hp hingga yang mampu henti main karena mumpuni hp nya berat,1
Lushita pratiwi,2023-03-29,peti premium kembali dong seprti dulubnyak player yang suka peti premium rubah sistemnyadan kalau bisa cuaca senja hilang bnyak player pubg suka,3
Matias roy Roy,2023-03-29,aplikasi sudah update malah tidak bisa buka kenapa pubg semakin kesini semakin kesana iya tolong lah jangan seperti begini padahal sudah sering update kenapa semakin begini tolong koreksi dong,1
DEN_ PUTRA,2023-03-28,saya player lama pubg dan kembali main permainan tapi sayang kurang nyaman karena patah tolong ikan nyaman untuk player yang main hp spek rendah redmi a pro terimakasih,4
Ahmad puji Syukur,2023-03-28,tolong urus bot nya bot sekarang tidak ngtak hit nya sakit sangat bisa nge rivev sudah seperti player buat tidak seru main susah bedain bot sama player tolong benarkan dan bug sinyal nya benarkan,5
Evan L,2023-03-28,tolong baik lagi agar bisa lebih lancar saat main saya sering alami frame drop padahal saya main grafik smooth extreme tolong ukur permainan rang lagi sangat boros kapasitas memori device kami dan tolong hilang fitur download otomatis yang berguna,1
teguh adeguna,2023-03-28,permainan nya force close selalu jaringan warna hijau tapi request time out beda sangat sama pubg yang dulu,1
Nadiraa Dira,2023-03-28,padahal jaringan bagus login setiap hari ngelag terus hang saya buat main susah buka youtub lancar buat main permainan ngelag tolong lah baik,3
Anissa ST,2023-03-28,sudah update permainan semakin berat dan banyak bugnya hp saya yang kentang kalau main pubg auto ledak,1
Faris Fajar Priyandana,2023-03-28,tidak tahu main pubg sekarang sudah tidak se asyik dulu skrg banyak fitur tidak jelas permainan semakin berat banyak player yang pensiun main pubg masuk saya sendiri bener kecewa,1
Ari Tison122,2023-03-28,kasih saja permainan nya sih bagus hanya permainan nya suka keluar sendiri terus patah patah saat lagi main,3
Sapri Yadi99,2023-03-28,kalau kalau kan komen deh admin kenapa iya sudah update semakin enda bisa masuk iya semakin yang muncul koneksi merespon padahal jaringn sayah full tidak paket data juga full gb mohon bantu nya admin,1
abd besit,2023-03-28,saya kasih bintang soal baru update dan hp saya semakin jelek dan lebih parah kalau ada musuh putusputus tolong baik eventnya semakin tidak jelas dan banyak hp berat kalau ada musuh putusputus ikanikan yang tidak jelas,1
Bam rasa jeruk,2023-03-28,tahun tidak main pubg saat main semakin aneh gamenya apa pubg sudah tidak laku iya sampai musuh bot semua padahal ranknya cukup tinggi jangan skin saja yang banyak kalau bisa mau deh kasih bintang kosong,1
yusuff sahwandi,2023-03-28,musuh bot smua  masa bot squad bawa mobil rusak malas gwe main kebanyakan fitur juga mnurut saya apalagi main event musuh ada yang lompat langit ada yang jadi spiderman masih banyak yang tidak berguna mnurut saya inti semakin jelek semakin susah semakin banyak bot semakin ngebug rosak,1
aris prasetyo,2023-03-28,apasih ini permainan dulu tidak buruk ini sekarang semakin sering drop sinyal pdahal wifi normal saja buat yang lain normal saat masuk pubg semakin ganggu terus kecewa benar rugi download,1
Ari Dwi setiawan,2023-03-28,permainan nya semakin bagus tapi aku punya dapat lain coba tambah attachment baru bipot dan lain bagai map gurun jadi mode payloat yang inspirasi dari perang timur tengah,5
M Zaki,2023-03-28,halo pubg mobile saya boleh kasih saran saja sedikit untuk royalpass tolong ganti gadiahnya yang lebih tarik sedikit banyak dari player lain minat sekali dengan hadiah yang hanya itu saja bahkan parah sampai mereka uninstal permainan karana rasa sangat pelit beri hadia terimkasih pubgm semangaat perang,5
Ryan Nose,2023-03-28,sudah update mau login permainan saja lambat sangat sangat sangat hadehh,1
fathan dirgantara,2023-03-28,saya suka grafik gamenya main strategi perang nya bisa maximal untuk mula spt saya,5
Teuku Deky Murtala,2023-03-28,selalu terima otomatis undang main tanpa kita tekan terima undangannyapadahal kita tidak mau main dulucuma login saja,5
belajar biar pintar,2023-03-28,masalah bug itu wajar karena permainan sering update dan banyak fitur yang tambah dan banyak event kalau tidak begitu tidak laku tapi jangan lupa bagi berguna permainan dar hibur saja jangan sampai lalai makan dan wajib kita dunia jangan sampai lena terima kasih,5
Bimo Ali Fadwa,2023-03-28,asli sudah ini permainan tidak jelas sangat saya tidak bisa download apa apa ingame tapi kuota saya sedot untuk dua kalau belum sedot gb padahal gadimainin sama sekali hanya layar belakang terus tinggal sholat kelar sholat tiba tiba kuota langsung fup sekarang sedot mb kan bangke sangat iya  mana bug nya banyak sangat terus updatenya semakin berat  kuota saya hemat hemat mb hilang padahal main permainan nusa saja  devnya yang benar dong tidak becus banget,1
ZAN• WNKY,2023-03-28,tolong dong tencent bug download otomatis fix matching match nya jadi semakin lama,1
WISNU Tri Admaja,2023-03-28,untuk devoloper permainan ini hapus event tidak jelas terlalu banyak buat permainan jadi berat tidak stabil cukup seperti season atau semakin diupdate semakin berat permainan lama lama gadak yang main permainan semakin berat buat device ram gb jumpa musuh lebih dari squat langsung crash gakuat device nya recoil jadi tidak berotak patah hancur lebur tidak tolong terlalu banyak event tidak jelas ping jaringan sering tidak stabil menu lobby sudah seperti pasar malam merah semua event tidak jelas,1
Arlla Nevriza,2023-03-28,update sekarang aneh karena lawan nya bot semua dan bot pun sepertindi vs ai bukan mudah player buat cari kill semakin semakin sulit karena player yang asli sedikitmohon dibenahikembalikan mula saja,1
Kamiyem Kamiyem,2023-03-27,balik in seperti dulu dong admin masa iya solo squad dapat flergun tidak bias bawa seperti dulu harus bolak balik ambil lebih bagus dulu dan sedikit kecil in kapasitas aplikasi nya admin sekarang seperti berat sangat padahal hp ram,4
Riyan Official,2023-03-27,sekarang bot semakin gila bingung bedain bot sama orang semua hampir sama terkadang suka lambat juga mohon untuk baik agar semua nyaman main pubg mobile,2
Dadan Darmawan,2023-03-27,semakin update pubg semakin rugi main banyak ngelag nya tahu ngelag masih masuk tempur senjata tidak keluar bagaimana nih harus kalau update semakin bagus semakin semakin buruk,1
chymoth lastamasta,2023-03-27,permainan pubg ini sudah bagus menuruy saya y tapi anehny dulu saat matching cepet and sekrng lama hars nunggung sampai menit lah walaupun jaringan saya hijau tapi anehny selalu gitu harap saya semoga bisa baik,1
Mohamad Samsoel,2023-03-27,semakin kesini kenapa semakin error   masa setiap log in server merespon   tolong di benering donk permainan nya biar tidak buat bosen,1
kazua hana,2023-03-27,sangat bagus semangat untuk tingkat dari segi controlnya soal ada bug control jaringan suka ngebug padahal bagus dan jangan langsung keluar kalau koneksi sambung semakin keluar tidak bisa lanjut jadi tolong baik,5
Turbo Gaming,2023-03-27,setiap saya login pasti ada tulis waktu minta habis pdhl sinyal saya lancar saya buka aplikasi lain gilir main pubg semakin lag saya player baru yang mulai nyaman sama permainan ini masa saya baru main harus pensiun,2
Rebecca Etha,2023-03-27,untuk layan nya cukup bagus namun untuk loading nya bisa lebih cepat agar terlalu makan waktu yang banyak,5
Mama Vito,2023-03-27,sudah update tidak semakin bagus semakin semakin rusak baik dong untuk bug permainan dan baik juga sinyal nya orang wifi saya biasa tidak ngelag tapi lobby saja ngelag request time out selalu jadi tidak mood main pubg,1
Cahyo Ery,2023-03-27,permainan memang sejati hanya untuk hibur nikmat saja permainan nya dan kita support terus agar usaha permainan bisa semakin kembang,4
Raihan Rasad,2023-03-27,so far permainan banyak perubahandi balik sisi itu memang bug  detik in permainan dari musuh kita itu bisa hilangkanmewajarkan jika jaringan sedang turun atau ping nya tinggi terkadang masih render bagi gedung atau wilayah semacamnyatpi salut sama developer untuk berguna ram masih bisa pakai tapi hanya untuk permainan instalnyasukses terus untuk tencent yang sudah beberapa kalau ganti nama,5
Rachel Rosmawati,2023-03-27,hanya ada sedikit masalah mohon develover jngan trlalu banyak update yang tidak trlalu penting beri hp kami yang ram bya rendah main nya tidak nyaman jadi jika bisa ringan kan sedikit lah biar main nya sedikit nyaman tidak patah begitu terima kasih it saja keluh saya,3
cinti arlina,2023-03-27,dulu permainan bagus lama lama jadi error selalu ngelag ngelag saat lari selalu putus putus dan banyak bug yang tidak jelas,1
tri susilowati,2023-03-27,sedikit rangin berat permainan nya lihat kita yang hpnya jaman purba malas buat main keluar selalu kalau permainan play malas kalau yang megang permainan nya level infinite,4
Eyal idaman,2023-03-27,tingkat dengan bug yang ada utama masalah koneksi sangat menganggu,4
dadi rohaedi,2023-03-27,bot nya terlalu pro player susah bedain mana players mana bot sudah nawa mobil bisa smoke ripep bagi saya itu terlalu sulit,5
Usman 77,2023-03-27,bot nya semakin tidak jelas bangke  bot nya saja tembak auto terus dua seperti player ta tolong bot nya biasa saja seperti kemarin karena itu sangat ganggu saat war dengan player pubg telas,1
Bayan Attabary,2023-03-27,permainan bagus sangat tapi minta tolong buat kalau ganti server tidak usah tunggu lama buat ganti server,5
Arif Nurhidayah,2023-03-27,tolong kepada pihak developer agar kiran ping permainan baik utama server asiaagar lebih stabil lagiterima kasih,1
Weda Putra,2023-03-27,permainan nya bagus aku suka sangat aku mainkan terus setiap hari tapi terkadang permainan nya keluar sendiri itu buat aku sedikit kesal please itu baik,5
Haikal Jinan,2023-03-27,item permainan overpriced terlalu mahal sekali itu saja semoga bisa timbang untuk turun harga item permainan,3
Joksen Efrata,2023-03-27,tolong jangan beda divice karena yang punya hp yang dukung permainan berat masih suka bug area maps baik bug nya,1
Husnu Maad,2023-03-27,gamenya sih bagus tapi terkadang suka keluar senidiri juga sudah update nyata tidak ada fitur fitur atau achievent yang tidak penting juga hanya menumenuhin saja masa harus douwnload dulu event event nya aneh,4
PARKER,2023-03-27,gamenya dari segi grafik sudah bagus kurang masih banyak bug in permainan bug quick scope bug karakter bug lempar granat,1
Rikky Permana,2023-03-27,server gamenya semua ampas le semua tidak bisa main tidak bisa login dan saat dilobby loading teruss dan muncul notifikasi waktu minta habis servernya ampas,1
Pramudia Ananta dwipa,2023-03-27,aduh semakin hari semakin besar saja simpan ini permainan semakin sering nge bug bukan nya semakin ok semakin semakin ruwet mau main saja susah,5
Raihan Badut,2023-03-27,sangat kecewa karena harus batas main jam mana pada saat ngepush atau sedikit chicken semakin dapat notifikasi waktu main habis dan karena hal sebut saya ganggu dan kesal karena tinggal sedikit selalu gagal layak juang saya yang tidak arti,1
Wahyu Indriyani,2023-03-27,yang hormat pubg mobile tolong untuk pemakain memori kurang karena beri player device rendahtanpa plyer device rendah pubg akan serama coba season bawah super ringan tolong baik,1
Jumadil aulia,2023-03-26,assalamualaikum mohon tolong kepada pihak krafton pubg mobile baik cepat karena banyak sekali salah hadap bot yang sangat banyak dan damage bot besar dan jugak setiap mulai match banyak sekali bot tidak ada player yang asli buat kita para main pubg mobile jadi puasnyaman tolong baik cepat player bot kurang dan jugak damage bot kurang jangan main kami dengan bot hanya itu keluh dari saya assalamualaikum warahmatullahi izin ulang,1
Marno Sanjaya,2023-03-26,update sinyal anehsaya pakai cloud flare dan wifi juga permainan ms masih lag entah kenapasaya juga laporin agar tangan cepat semakin tambah lag juga vs ada bug yaitu musuh terkadang bisa jadi tidak lihat dan saya sulit menang karena bug sebut,3
Dina Dina,2023-03-26,tencent tolong lah kembali pubg seperti dulu seperti season bawah banyak yang rindu masa masa dulu ada siang dan malam dan vikendi ada mau pagi tolong lah tencent kami semua rindu pubg yang dulu banyak kalau kenang yang tidak bisa lupa masa masa dulu semoga update baru ada seperti dulu siang dan malam grafik nya juga enak kalau seperti dulu mohon paham kami tencent sekarang main yang awal sudah pensiun semua kami mohon lah tencent kembali seperti dulu ,3
Rachmat Effendi,2023-03-26,permainan pubg belakang sering nge bug contoh nya saat perang tiba layar nya tidak ada respon dan waktu masuk perang tiba layar nya tidak ada respon juga jadi bisa main paksa keluar dulu baru masuk lagijadi kesal,2
Charlesangga Messi,2023-03-26,sudah update tiba tiba tidak bisa masuk permainan setiap masuk keluar sendiri,3
Frangki Valen,2023-03-26,semakin kesini semakin banyak bug nya contoh step tembak tidak selaras dengan musuh terkadang sudah reflek tembak tapi tidak ada musuh,1
Sahrun LD,2023-03-26,setiap kalau keluar dari main selalu unduh sumber daya otomatis padahal saya sudah nonaktif unduh sumber daya otomatis lalu wifi maupun jaringan data dan setiap kalau unduh sumber daya tulis sumber daya rusakdan jadi ulang ulang tanpa henti sampai kuota saya hampir habis karena masalah ini ini sudah jadi semenjak update terakhirtolong cepat baik,2
Budi Ginting,2023-03-26,uptade terus turus tp sinyal tidak pernah bagus bug trs kalau terus update parbaikin juga sinyal nya atwa bug nya percuma pakai wi fi juga tetap saja nge bug,1
Iman Maulana,2023-03-26,jadi banyak minus setiap kalau turun dari pesawat gambar selalu blur dan musuh jadi banyak bot nya,2
Ahmad Masrur,2023-03-26,permainan yang senang tapi beberapa hari tidak bisa login otorisasi batal sudah lebih minggu mohon segera baik,4
Maizul hendri,2023-03-26,tencent tolong baik jaringan asia ny jaring selalu naik turun sudah update padahal belum lancar klo terus player akan kabur permainan yang lain,3
Abdul Karim Barus,2023-03-26,tolong baik kualitas server bug dan masalah lain admin jangan sibuk jual terus demi nyaman main agar para minat kesal dan alih permainan lain,3
MasWah Stw,2023-03-26,tidak neng aku setiap ganti season upgread terss apa nanti sampai tahun depan akan spt ini hanya player pasar tengah selsaikan yang akan tahan aku juga akan pergi apabila kapasitas permainan sudah lebih gb karena saya anggap tidak wajar dan tidak hibur maaf sebelum dan sudah,1
Riyansyaputra 21,2023-03-26,permainan nya terlalu bagus saya main lama dari sangat apresiasi karena ada masalah yang saya rasa,5
Deni Brutuz,2023-03-26,masih bagus jaman tencent permainan dulu sekarang sering update tidak jelas banyak bug pesawat muter mau landing itu tuju apa editor sampah dan lagi update versi bukan berantas cheater semakin jual skin anda milik permainan ego jual mau nego lah utama puas player dulu baru jual lama tidak jelas pubg,1
Fardhan09,2023-03-26,saya punya kendala tentang lobby dan main masalah lobby saat tekan tombol lobby saya selalu dapat loading dan saat loading nya lama selalu dapat server merespon silah kembali halaman masuk dan coba masalah main tentang render dan suara semua rusak,1
Hendrik P,2023-03-26,tolong baik permainan banyak sekali bug mulai dari step musuh suara mobil dlln untuk apdetan kalau hancur sekali saya beri satu bintang,1
Adi Subagyo,2023-03-26,grafik sudah bagus sekin juga bagustapi saat lobby koneksi server hilang terus sinyal harus bagus tolong lah baik jangan jual sekin selalu baik dulu yang ada bug sama koneksi server hilang,3
Fatir Marshall,2023-03-26,permainan keren  jaringan apa bagus jangan seperti permainan mobile legen yang jaringan bagus tapi lambat,5
Oky Saputra,2023-03-26,sangat nyaman untuk yang sekarang pubg banyak rubah dari sensitif nya sama bug terus apalagi banyak bot sama cheater,3
Ikhsan Bro,2023-03-26,kenapa sudah update match Hanya ada squad saja sisa bot tambah bot jadi overpower bisa naik mobil jingel pick kiri kanan loncat dan damage nya sakit sangat tolong fix,1
Jimle Houston,2023-03-26,bug yang tidak pernah berhentihenti dari season aku main permainan sampai tahun  hitung saja ji berapa season aku main tolong la setiap update baru pasti masalah bug rajalela yang parah ping wifi bagussignal wifi stabil kenapa bisabisanya susah masuk permainan akibat ranked turun tanpa sedikit ikut main permainan tolong jangan bilang kalao pubg banjir bug,1
Riyomar,2023-03-26,pubg skrang semakin tidak jelas banyak update buat orang mls main karena hp sudah tidak mampu sudah itu semakin update semakin aneh masa jaringan bagus buat buka permainan lain lancar buka youtube juga lancar saja e buka pubg jaringan error aneh buat bagus lah belum pada pindah ge lain,1
Hendry Patricio,2023-03-25,permainan nya sangat tantang  Hanya seimbang level main harus perhati tier tinggi sering ketemu tier tier rendah,5
Ino Magai,2023-03-25,mantap permainan tapi aku beri binta season baru tamba banyak cheater jagan hanya pantau permainan saja coba pantau live tik tok banyak yang cheater terus seperti kami bisa apa nonton saja atau main tapi mati terus,2
irfan kamaluddin,2023-03-25,admin yang hormat tolong di baik pingnya setiap masuk zona perang ping pasti tinggi sampai lebih gilir ping turun Hanya sampai  padahal dulu tidak pernah ping nyampe tinggi stabil yang lebih parah lagi masa main sama ai legnya parah sangat sudah tidak laporin di gamenya juga keluh tapi tetap saja tidak da tanggap sama sekali apa karena hp kentang jadi masa bodoh dengan lapor yang masuk tolong admin baik dulu keluh terima kasih,1
Sia Asep mah,2023-03-25,sering update tapi kok masih banyak bot semakin sekarang semakin semakin parah bot hampir playernya Hanya buat pubg sekarang mah semakin jelek,1
Hafiedz Iqball,2023-03-25,update terus saja banyak event biar permainan semakin tambah berat banyak bug mana lama data sama seperti pubg pc jaga kualitas main dari seluruh player bukan semakin andal event dan banyak skin yang tidak jelas admin terlalu banyak mohon maaf rip pubgm,3
I Ketut Upadhana Wirawan,2023-03-25,apakah kalian sudah hilang akal sehat tahu tidak update baru buat bot over power bukan itu saja mreka bisa bergroup dan bisa naik kendara dan healing buat saya slaku player jadi bingung dan ganggu pas war dengan player asli terus bot yang op datang dan aim nya sama dambage nya gila jadi saat war sama real player jadi ganggu saya erti kalian buat hal baru yang tantang tapi tidak ubah bot jadi terlalu op dan ganggu jalan nya war,1
Amel Sembiring,2023-03-25,sibuk jual sih tai lah setiap baru pasti semakin parah terkadang keluar sendiri tiba bug buka rawan semakin bug tiba buka auto tidak bisa nembakasulah ada pilih bintang tidak sih,1
BEE Esports,2023-03-25,tolong baik bot nya deg nya sakit ganggu saat sudah perang tembak satu peluru lansung kenok tolong baik bug resah suara step orang sudah kenok sama suara orang yang masih hidup,1
candra leo08,2023-03-25,devloper suka banyak ngeles nya padahal yang ngerasain bug in permainan itu player bukan devloper selalu kasih alasan itu lah tolong lah devloper pubg keluh player tanggap jangan kasih alasan saja semakin hari semakin tidak jelas permainan,1
Mi Pubg,2023-03-25,tolong baik masalah ping nya sekarang alam saya main permainan pubg sering lag akibat ping stabil server asia padahal untuk sinyal tempat saya bagus dan saya juga main permainan online yang lain tapi ping nya normal tolong baik segera karena sungguh resah kan para player permainan pubg untuk versi yang sekarang,1
Kiki Ardian,2023-03-25,habisin kuota suda update semakin bisa masauk mlah closs terus kecewa sangat sma pihak tencendan semakin lama semakin seru terlalu sering update tapi hasil semakin jelas buatla permainan pada umum biasa saja peperangan dunia nyata usah pakai yang penting,1
RIZQI SAPUTRA,2023-03-25,maaf saya beri bintang satu karena bug map karakin itu cukup sebal karena sudah terjun dari pesawat berguna parasut saat sampai daratanpermukaan playerkarakter bisa gerak tolong untuk developer segera baik bug nya,1
adit ya,2023-03-25,tolong pihak pubg saya ingin komplain dengan bug yang ada pubg setiap ada event handphone dengan device rendah saya selalu alami bug saat gameplay saat turun dari pesawat rumah rumah alami bug dapat lihat sama sekali hanya tombol analog dan tembak saja yang lihat mohon baik depan jadi bukan hanya handphone dengan device tinggi juga yang dapat main permainan ini tapi handphone dengan device rendah juga nyaman main tolong updatenya agar lebih baik,5
Arifin Sinagar,2023-03-25,update baru semakin seru masa iya bot bisa pakai mobil bisa ngeras satu squad bisa lepas asapbom aim nya sakit jadi susah bedain mana player mana bot jadi main sudah semangat lagi percuma kill yang bunuh bot bukan player,1
sulaiman sulaiman,2023-03-25,sudah updat permainan nya semakin banyak sekali bot tambah bot mamakai kendara tolong baik,5
Jabrik adventure,2023-03-25,aku ganti server amerika selatan dan kalau mau mulai masuk main pasti lama bangetkaya tidak ada lawan atau bagaimanakalau mau main pasti lama bangetkadang sudah lama masih tidak bisa masuk main baik donk,2
WELI EKO PRATAMA,2023-03-25,sudah update semakin rusak ini permainan sinyal penuh masih lag parah adahal buat youtube lancar jaya buat main permainan belah juga lancar sangat,1
Pius Agustino,2023-03-25,seru sangat main nya gak pernah ada ganggu mantap lah pkoknya,5
Arian Almi,2023-03-25,habis update anniversary sumpah jadi tidak berotak sangat lawan banyak dari ai cerdas buat damagenya sakit sangat peluru saja sudah knockmasih lebih baik lawan player saja deh dari pada lawan ai,1
RIZKY 乂 GGSOFT,2023-03-25,tolongoptimalkan permainan saya main permainan sering lag dan force close serta ponsel saya sangat panas saat main permainan mohon baik dan tambah fitur khusus untuk ponsel spesifikasi rendah snapdragon bawah dan ponsel ram bawah tolong juga tambah opsi download data yang itu harus bawah mb,1
Reynand Aprilino,2023-03-25,saya main dari season  dulu seru sangat main pubg tapi sekarang jadi tidak jelas begini tolong lah baik masih banyak bug in permainan,2
Pengguna Google,2023-03-25,banyak sekali cheater visual xray yang lolos padahal saya sudah lapor pihak krafton terlalu anggap sepele walaupun sudah survei tetap banyak player cheat yang ringan visual xray anggap salah,1
sionitra Kambuno,2023-03-25,pubg sangat bagus tapi aku suka ifent bisa tambah skin senjata baru dan gerpping hoyk,5
Cardi Tainah,2023-03-25,semenjak update sering jadi masalah ketika pasuk main sering jadi crash dan bug yang kena mohon segera baik,1
Jacky Ardiansyah,2023-03-25,kecewa saya sama pubg saya dapat tim yang nyerang rekan tim parah sangat kecewa saya sama pubg player nya tidak benar semua di permainan,1
aril hadi,2023-03-25,update bukan nya bagus semakin tidak bisa login download mb lebih sudah nya semakin silah kembali sudah detik bodoh,1
iqbal rifa,2023-03-25,sudah update daftar quick chat muncul ketika tempur,1
Budi Yanto,2023-03-25,dari gb sampai gb lama lama ini permainan berat tolong dong di kembali dulu pasti banyak yang main tolong level infinit di sangat terus,2
MUSIC LOVER,2023-03-25,dulu saya suka ini permainan tapi kalau sekarang seperti kurang suka karena saat aku main tiba karakter tidak bisa gerak setiap mau perang tiba tidak bisa gerak padahal main permainan lain lancar saja simpan juga masih banyak download data juga full kenapa bisa karakter saya tidak bisa gerak dan mohon buat developer kasih juga baju gratis event buat orang yang gratis jangan dikit top up tikit top up mana tidak ada duit,1
Ali Shabana,2023-03-25,event yang sangat buat nyaman buat main buat smartphone lebih panas dan frame bot yang masuk akal lebih banyak bot banding player ketika main lebih baik bot buat biasa dan banyakin orang nya mana suara parasut musuh saat turun ada suara sangat sedih update kalau,1
Abu asep Rofi'i,2023-03-25,saya player baru dan begitu jago tapi akhir updatean baru dari orang map hanya kurang lebih hanya player jadi bosen untuk main permainan karena tidak ada playernya sama sekali terkadang,3
アンッガラ,2023-03-25,tambah fitur block main jadi kalau dapat rekan tim rasist toxic cheater harming agar jadi rekan tim tempur lanjut,3
Agung Agung,2023-03-24,semakin hari semakin lama selalu baru bukan bagus semakin tambah ngelag wifi aman tapi keluar selalu tambah kalau sudah ketemu bot karakter tidak bisa gerak atau tembak yang ada ditembakin bot sampai dead hade,1
Firman Syah,2023-03-24,kenapa versi isi nya boot semua tidak ada player nya sudah tidak enak main pubg nytolonglah baik biar seperti dulu masa bot bisa lempar smoke naik mobil segalalama sepi ini pubg kalau isi nya boot semua,3
MUH.ADITIA,2023-03-24,tolong dari pihak permainan fokus baik bug dulu makin update semakin banyak juga bug nya,5
Sahrir Adam Ihsan,2023-03-24,gamenya sudah bagus kalau ting smooth  apalagi kalau ting rata kanan tapi aku sering alami bug tapi sudah bagus gamenya bug nya biasa muncul livik saat masih event barongsai aku sudah sering juga lapor bug tapi sekarang sudah tidak ada bug,5
Manatite,2023-03-24,semakin tidak jelas ini pubg sudah update padahal diem lobby tunggu matching tapi data jalan terus mbs padahal tidak download apa lho sudah sampai gb sedot sama ini permainan padahal diem lho cek daftar pack yang harus didownload juga tidak ada yang download nyesel update besar tapi bug semakin gila rugi sangat,1
Ananda Fajar,2023-03-24,sekarang sudah update pubg semakin kesini semakin bagussering lag saat turun apalagi saat warpadahal jaringan bagusterus kalau ada musuh sering lag sendiritolong baik ini permainan agar main bisa main permainan lebih nyaman lagitrima kasih,1
Theo Septohadi,2023-03-24,pubg semakin kesini semakin kesana bug mana mana sinyal bagus tapi saat main metro royal musuh depan tapi tidak bisa wujud tiba tiba kena tembak dan mati mana kalau sudah mati loadout hilang semua proteksi loadout sudah aktif masih tetap saja hilang semua semakin kesini semakin kecewa konsumen lebih baik gulung tikar saja deh kalau tidak becus,1
Andi Setiawan,2023-03-24,pubg saat update jadi banyak bot dari pada player semakin malas main nya bukan nya semakin seru semakin semakin tidak jelas tolong baik dong kalau masih terus lebih baik uninstall malas sudah main permainan lawan bot,1
Riski Shin12,2023-03-24,sudah update permainan semakin berat banyak bug suara step tidak jelas event juga jadi seperti permainan belah banyak fitur tidak penting lobby saja ngelag sinyal bagus request time out selalu ping nya tidak stabil kecewa  semenjak pegang level infinite semakin buruk,1
allmufrod 2006,2023-03-24,tidak tahu sudah update sekarang kemampuan bot nya selsaikan rata rata gw habis recoll langsung rush bot satu squad pakai mobil udah begitu bot sekarang bisa ngesmoke in temenyabisa backup temen nya nicetry,5
Yanuar Fernando,2023-03-24,tencen saya minta tolong baik bug sinyal dan bug yang lain yang masih sering saya alami saat main saya minta tolong untuk baik lebih dalam supaya player player pubg mobile semakin betah saat main permainan pubg mobile,5
Reno Sadewa,2023-03-24,semakin ada baru sudah semakin tidak jelas dan banyak para main pubg mobile yang keluh lbih baik tidak ada baru lbih enak lancar juga sinyal bagus sudah tidak mnjamin main,1
Jofa,2023-03-24,sudah update saya rasa permainan nya sudah rusak masah sinyal yang masih bagus koh bilang jaringan kurang estabil biking emosi saja,1
Zainuddin Anwar,2023-03-24,heran sama permainan ini tidak pakai wifi tidak pakai data seluler sinyal selalu jadi masalah padahal permainan lain lancar sangat tidak ada lag sama sekali bagaimana mau banyak minat kalau mau masuk saja susah,1
Chandra Lite,2023-03-24,semakin sepi main  semakin setiap tanding musuh nya full bot dari match hanya match yang ada player asli nya rank sudah ace musuh bot,2
Muhammad Firman,2023-03-24,matchmaking bisa baik bot nya semakin sakit tidak masalah hanya saja room isi boot sudah malas main,3
Cantya Zahra,2023-03-24,saya sangat suka pubg mobile permainan sangat seru dan eventnya yang sangat tarik terimakasih tencent karena sudah buat permainan pubg yang sangat keren teman teman jika ingin mabar sama cari nama mtxnu,5
Wandi,2023-03-24,permainan nya sangat bagus Hanya ada satu salah yaitu tombol buat jalan nya terkadang tidak bisa pencet terus sering tidak bisa gerak kalau ada musuh,4
Sriyanti Yanti,2023-03-24,gameplay nya sering bug tidak jelas tolong baik sistem permainan nya iya agar main puas dengan permainan nya,1
Hanif Faturrahman,2023-03-24,kenapa sih setiap update semua yang sudah kita download hapus saya sudah download semua map sama yang lain saat update ini permainan harus download ulang tolong buat fitur mana kalau ini permainan update semua data yang kita download tidak hapus capek tahu tidak setiap update data kami hapus buat habis paket data saja sama satu setiap login update terus,1
Diki Yanto,2023-03-24,mohon maaf belum saya sering alami bug layar gelap lihat apa grafik nya gelap semu hanya tombol kontrol yang lihat mohon tolong tindak lanjut sesuai alam saya saja tidak tahu tentang berguna lain terimakasih,4
Riko Sanjaya,2023-03-24,tolong iya masalah bug nya tolong baik soal stiap mau star war semakin gelap tidak jelas terkadang lari seperti bot itu saja terima kasih,3
M. Fairuz Suwardana,2023-03-24,sudah update saya kira bakal lancar tidak akan ada masalah eh nyata semakin ada sering lagpatah padahal sinyal sangat bagus tidak merah aneh sama ini permainan,1
Muhammad Aulia Rahim,2023-03-24,update ini banyak bug mulai fix tapi sayang muncul bug baru buat saya bagai player sedikit sedikit resah contoh bugnya yaitu suara senjata musuh yang dengar patahpatah saat war,3
Rulof Pesulima,2023-03-24,tlong bos permainan saya suka keluar sendri ada gerangan apkah tlong baik apakah bugx atw ap,5
raditza alfarel,2023-03-24,banyak bug ketika terjun saat mau darat gedung lihat kotak kotak lalu karakter tiba tiba mati saat tiba darat,3
Tt Quda,2023-03-24,entalah sama permainan kamu ini yang kalian urus Hanya full turnamen sudah mau jadi competitive padahal januari main enak enak saja banyak player tidak seperti sekarang tier platinum diamond bot semua buat mood hilang kalau main atau emg sepi sekarang permainan kamu makanya skin jangan urus selalu baru update tambah frame hp sd loh kelah flagship saja tidak mampu kalau ada squad lebih iya kalau begini selalu lebih baik jadiin permainan full competitive saja hilangin playstore,2
