Username,waktu,Komentar,Rating
GALIH 47,2023-06-08,update bukan semakin bagus semakin semakin tidak jelas banyak bug bug gloo wall bug jaring bug damage,1
ELNO KURNIA SANDI,2023-06-08,tolong garena sudah update sinyal kenapa semakin buruk padahal tempat saya sinyal bagus meski ada yang untuk optimal jaringan sudah optimal sama saja sinyal masih buruk,1
DZ INDO,2023-06-08,gamenya bagus tapi update malah semakin tidak jelas karena saya bisa main,1
Cah Deso,2023-06-08,sudah update jadi banyak bug map purgatory tolong baik,2
SUGIH JAYA MULYA,2023-06-08,aplikasi ngebug update jadi blackscreen auto uninstall,1
Bagas Trialfian,2023-06-08,update teru tapi bug jaringan gkk pernah baik,1
Jartzz,2023-06-08,update bukan semakin enak semakin semakin tytyd dengan atur yang sangat bagong epep sekarang sangat susah dimainkantolong segera baik epep jelek agar player bisa main dengan nyaman,1
Mang Kakak,2023-06-08,garena free fire mohon baik free fire karena ada banyak masalah koneksi padahal rumah pakai wifi dan saat lobby ada proses yang buat bisa pencet tombol lain,3
Kuala kapuas,2023-06-08,semakin update semakin patah anjir padahal ruang simpan masih banyak tapi saat gameplay tetap patah patah,1
Ahmad Firdaus,2023-06-08,semakin update sinyal semakin lambat padahal data pakai biasa,1
Deva Anggriawan,2023-06-08,tong untuk baik nyah saya sudah download beberapa kalau biasa nyah cepat kok jadi lama download nyah menghabiskan kuota saja padahal sinyal bagus mohon di baik,1
Andre Hutapea,2023-06-08,setiap main cs pasti kalah terus musuh menang tolong gaena bik glowl seperti dulu tidak batas,1
Nur Asifa,2023-06-08,permainan anjing bug nya benarkan jagan amin saja bisa bisa nya tebus glow wall dameg tidak masuk rusak permainan nya,1
ikam Putra,2023-06-08,semakin ke sini semakin tidak nyaman main ff sedikit jaringan ngelag atau langsung skor di kurang sangat senang,2
Vikriansyah Ramadhani,2023-06-08,dari tadi main dapat tim bot semua curang sangat tim musuh pro tim sendiri bot,1
ukty akila,2023-06-08,garena tolong lah paebaiki bug yang resah kan bug glow tidak bisa pasang jangan event selalu yang gedein baik bug biar player nya nyaman kalou banyak bug malas junga player main tolong lah,2
Fateh Al faruk,2023-06-08,sih ff semakin rusak setiap kalau update aku kalau main beberapa menit saja tiba tiba kembali sendiri tolong baik lebih dahulu belum update tolong admin nya,2
Ady Putra,2023-06-08,kalau beri musuh yang setara lah lihat cara main kita bagaimana semakin beri musuh yang pro mana bisa boyah toh,1
Victor Tampaty,2023-06-08,permainan nya seru tapi kalau turun tidak berotak turun nya suka admin selsaikan saat bagi naik sedikit biarpun boyaah dan kill banyak tolong iya garena jangan pelit naikin rank nya sama masih ada bug medkit nya tolong hilangin iya,3
Farid Sugiharto,2023-06-08,epep sekarang semakin jelek masih bagus dulu kalau sinayal jelek langsung keluar dari game nya tidak seperti dulu kalau sinyal jelek enggak keluar dari game masih tetap game,1
Indra Yahya,2023-06-08,minimal lag lagnya hilang dan satu main bisa offline,4
Khairini Melisa,2023-06-08,permainan nya bagus mentang ngelag tapi seru enak sangat main naik kan peringkat nya dong plai toko aku kasih bintang,5
Ziqri An,2023-06-08,tolong garena baik bug bug damage dan bug jaringan,2
Novia Lolita Fitra,2023-06-08,bagus tiba-tiba error padahal wifi saya full saat main tiba-tiba keluar dari ff nya terus saya masuk tiba-tiba mulai main nya tolong baik,5
fahri fahreza,2023-06-08,permainan nya bagus tapi tolong dong kepada developer untuk baik bug bisa team up dan banned akun cheater please dong developer balikin free fire yang dulu,4
Faiz nauval Hizam,2023-06-08,emmh sedikit bagus sih tapi ada kurang soal nya kalau baru main saya tidak bisa rank tolong baik,4
Akhmad Nasikh Fatoni,2023-06-08,habis update suara kalau pakai headset semakin tidak enak denger,1
Rahel dorika,2023-06-08,permainan tidak jelas ff sekarang seru sih semakin lama kita main semakin kita dapat teman dan naik rank Hanya maslahnya semakin update bugnya juga semakin banyak contohbug vector bug damage bug ping bagus tapi ngelag bug nembus pakai santinowalaupun berguna tapi iya tetap bug dan lain lain garena saya mau pensiun kalau epep semakin jelek bukan semakin bagus,1
Pajar Anita,2023-06-08,ff semakin lama rusak maps hilang senjata hilang tidak ada gambar nya,1
Christoraja,2023-06-08,beli sering error bilang pulsa tidak ada padahal pulsa sudah cukup untuk belipajaknya,1
Trifandi Trifandi,2023-06-08,hey hey hey mohon dengar komen saya untuk garentod iya tolong pisah antara player new dengan player pro kalau kita main sama player new itu tidak bakal boyah iya yang pasti asal mencet tolong masuk player new squad yang sama player new juga,1
MuhammadNafis Alkharkhiii,2023-06-08,permainan bagus hanya saja update kalau banyak bug mohon perbaikik,4
Syarip Hidayatulloh,2023-06-08,saya bisa beli spesial airdrop kenapa iya tolong tingkat kan masalah top up nyah yya,1
Muhammad Fahreza Syaofiq Hasan,2023-06-08,garena suka ngeband sembarang dan juga sudah tidak bagus fps gamenya padahal pakai snap,1
Muhammaddede Saputra,2023-06-08,garena kenapa saat saya login layar hitam ada gambar tolong baik kalau sudah baik saya akan kasih bintang,1
Uki,2023-06-08,tolong garena permainan kamu masih banyak bug nya apa bug damage aku sering kena bug itu tolong segera baik permainan nya semakin lama semakin dari ini permainan,2
M. Roby Aseka,2023-06-08,permainan sudah tidak enak lagi masang gloo wall semakin nyangkut selsaikan mana sudah batas juga bintang sudah karena buat kecewa player old,1
Sauqyrahma Putra,2023-06-08,dari updetan kemarin banyak ubah sehingga main harus adaptasi dengan sekarang glowal batas kalok bisa kalok tidak usah batasin,4
Mardiana,2023-06-08,semakin kesini semakin jelek ae cok banyak bug damage bug jaringan baju yang dulu beli mahal sekarang gratiskan glowall batasin terus main cs ngasih temen yang setara dong jangan saya heroic cs terus kamu kasih temennya yang platinum pikir lah anjing saya tahu main buat have fun tapi kalau begini tidak seru sangat cok,1
Dion putra Sulaiman,2023-06-08,asalamualaikum tolong baik ff karena ada bug lain ff tolong baik iya satu growal hanya pencet bisa dan maaf saya hanya kasih bintang tiga,3
Rosita Mayasari,2023-06-08,ok ff sekarang lumayan lah ada ubah beberapa bug yang baik sini saya sangat apresiasi good job garena,5
Emmanuel Nuelzai,2023-06-08,untuk ff tolong baik karakter cr tentang skilnyakemarin waktu pertama kalau ada karakter itu ketika kita ada crono kita bisa tembak musu dari luar sekarang tidak bisamohon baik,3
RIDHO SETIAWAN,2023-06-08,semakin patahdan banyak bug nya padahal hp ram tapi kenapa masih patahsinyal bagu sudah update semakin jadi patah dan jelek,2
Rayhan Maulana,2023-06-08,naik nya Hanya dikit saja sedang saat turun semakin banyak sudah capek capek main ranked berapa kalau naik dikit saja kalau ngasih jangan tengah tengah tidak harga sangat sih,1
Amat Kumar,2023-06-08,optimasi dong gameplay nya bug damage sama jaringan parah habis update,1
free fire,2023-06-08,bug transparan nya tolong fix sedikit ganggu karena terkadang map hilang senjata hilang sisa peluru tidak lihat dan bagai tolong segera optimal,1
Zhafran 2023,2023-06-08,permainan nya seru Hanya karena bug saja jadi tidak terlalu suka salah satu adalah permainan nya yang aku suka maksihh garena sudah jadi hibur saya,4
Atan,2023-06-08,permainan nya bagus dan incubator nya kerenn sangat tapi jangan turunkan lah garena aku susah susah naikin rank tapi semakin turunkan,5
Anissa Nissa,2023-06-08,masa aku sudah punya banyak karakter tapi saat coba login jadi set bot bagaimana sih,1
Martini Martini,2023-06-08,epep kontl setiap login tidak bisa padahal sinyal lancar update buka semakin bagus semakin semakin bodoh permainan nya,1
Eman Suri,2023-06-08,garena ff semakin rusa jaringan sudah gag stabil lag tolong baik,1
Raffi Ry,2023-06-08,garena  saya minta tolong untuk optimal game nya dan kalau bisa baik bug kart yang level yang bisa kena target yang mana fungsi kar yang tedapat level sebut dapat kena target saat kita tembak  tetapi bug kar yang level sebut dapat kena target sama sekali  sniper pada umum tolong baik,1
SYAHRUL Ramdani,2023-06-08,tolong baik saat login ff kenapa sering ada msalah sedang baca info permainan pdahal sianyal bagus main ml enak saat mau main ff semakin sedang baca info permainan tolong pwrbaiki lagi,1
Euk Eyza,2023-06-08,saya kasih bintang karena saya mau main tim sama temen saya tapi tidak bisa tulis nya tim up bisa iya garena suka ngebag begitu mabar sama global juga tidak bisa tolong garena segera perbaiki,3
Syathir Hadziq,2023-06-08,garena pilih kasih musuh kasih pro tim kasih bot tidak suka saya lama lama saya hapus ini permainan buat stre tidak akan saya kasih kamu bintang lima sudah jelek semakin buat stre saya benci garena ff,1
Claraxzy,2023-06-08,banyak bug ganggu dan semakin lama update jadi tambah kecewa mb tambah besar tapi fitur buat kecewa,2
Jhon Fery,2023-06-08,permainan bb banyak bug nya salah satu bug damage resah masa saya tembak tidak kurang darah padahal sudah banyak damage saya kasih tidak kurang itu darah anek permainan njing,1
Nur Irfansyah,2023-06-08,ok saya harap permainan nya terus kembang dan jadi salah satu permainan yang seru untuk main sama teman terimakasih,5
Fabio Cannavaro,2023-06-08,gamenya semakin amburadul aim nya semakin kemanamana tidak enak sama sekali semakin tidak seru mainbhasa sudah indonesia tapi tetap saja bahasa luar dan saat barbar jaringan sering lama padahal kouta saya bxk dan jaringan stabil,1
Aryasatya Pandika,2023-06-08,permainan seru tapi kalau setiap uptadet semakin sedikit jelek  mohon baik,5
Muhammad Mahesa,2023-06-08,update bukan bagus semakin tambah jelek banyak bug kecewa sama permainan,1
Jonathan Leba,2023-06-08,permainan nya bagus dan tiba aku kena ban gegara team abnormal padahal tidak ada apaapa garena tolong benarkan sistem nyaa masa tiba kena ban padahal tidak ngapa ngapain,5
Yennil Dfsari,2023-06-08,game nya bugus sangat dan juga bisa ganti karakter baju nya pun bagus sangat tapi senjata tidak bagus dan bisa bicara terima kasih loper nya,5
Firman Sailah,2023-06-08,garena kenapa kalau mau top up spesial aidrop tidak bisa pakai pulsa axis saya minta jelas nya,1
Mbah Rayem,2023-06-08,gamenya sangat bagus dan grafik sangat bagus,4
Rio Nugraha,2023-06-08,permainan tlol sinyal nya patah patah mlu padahal sinyal nya an permainan stres bug sudah ngumpet masih tembak padahal depan ada tembok dia bisa tembak saya yang balik tembok permainan lucu permainan rusak,1
Zahra Praditya Wicaksono,2023-06-08,untuk developer tolong ditindaklanjuti soal diamond negativepadahal saya pernah top up ilegal tapi permainan saya dapat diamond negative sehingga itu buat saya nyaman untuk main tolong tindaklanjuti masalah yang saya alami,1
Madali Syafik,2023-06-08,game sangat seru walaupun burikgak ada pintu tapi game buat kita seperti rindu begitu kamu,5
Hurin Arbi,2023-06-08,permainan cukup senang apa sudah ter update tetapi saat saya tiba tiba bisa mebuka ff tulis nya starting terus berapa menit saya tunggu tetap bisa hal saya alami sudah saya update permainan,3
Valentino Raditya Raharjo,2023-06-08,saya bagai main lama jujur kecewa sudah update kemarin semakin sering jadi bug sinyal connection time out keluar permainan sendiri untuk sistem gloo wall baru juga efisien,1
Yayan Tamadika,2023-06-08,makan itu bintang semakin update semakin banyak itu bug nya buatt orang yang mau unduh ini permainan jangan unduh sudah bug nya banyak,2
Muhammad Azam,2023-06-08,permainan nya bagus tapi saya paling kesal kalau main cs rank dapat tim nya itu tidak benar musuh nya jago semakin tim tidak benar main terus sekarang kalau pasang glowall suka layang saya kasih bintang kalau sudah baik baru saya kasih bintang,1
Wira Santoso,2023-06-08,sih setiap saya buka sesuatu kenapa ngelag ngelag nya selagi main ping nya sering sekali naik tolong dong kami player free fire nyaman dengan bug jaringan nya,1
Hairina Anton,2023-06-08,aku kasih bintang satu karena jaringan masalah jika kita ketemu musuh tapi kalau tidak ketemu musuh jaringan saya baik baik saja mohon garena baik terima kasih,1
Malik Abdulaziz,2023-06-08,main cs rank tidak seimbang musuh rank full diamondheroic tim ada yang silverbronze main cs rank terasa main solo karena tim tidak pada tidak bisa main inti dari saya tolong main cs rank beri batas rank misal yang bisa mabar sama platinum minim gold  diamond minimum platinum kalau glowal dibat asi ya harus bisa loncat selsaikan glowal saya kurung glowal tinggi  karena musuh juga glowal peluru juga habis temen saya suruh jongkok tapi tidak bisa keluar glowal karena tidak bisa loncat,3
Haila Zaahira,2023-06-08,turut aku selalu nge bug dan lambat malajan aku suka sangat sama yang sekarang dan permainan nya sangat senang kan,5
Fazil Andreyan,2023-06-08,sudah nya update malah ulang anjng updet tidak bisa main abaisin paket saja nugu nya lama ketika lama tunggu babi hilangin bug hilang senjata dan mag hilang,4
Gina Gausul145,2023-06-08,garena kenape sudah saat mau main sinyal tiba tapi sini tidak ltepas masih pesawat sinyal bagus tapi saat turun jadi tolong baik iya garena,3
Fakhri Aditya pratama,2023-06-08,tolong baik bug nya garena soal banyak yang ngeluh hadap bug yang ada bug aim dan lain lain saya kasih bintang dulu,4
Rawni Alfatih,2023-06-08,malas kalau login bug selalu temen pada ofline semua dan tidak bisa mulai match tolong benarkan bug,3
Fatur Hadi,2023-06-08,sumpah sudah permainan nya update banyak sangat ubah yaitu gloowal selsaikan kepala jaring stabil dan langsung merah bisa turun walau sudah pakai mode pesawat mempan dan bug damage pasti tapi bug damage itu memang sudah biasa tapi terkadang jengkel,2
Sakti Ardiansyah,2023-06-08,aku suka gamenya tapi setiap kalau aku mati layar bawah jadi saat aku bye one aku mati pasti layar bawah tolong perbaiki bugnya iya garena,4
Abil Senp4iシ,2023-06-08,minimal kalau update benarkan bugnya lah sama jaringan padahal jaringan bagus semakin lag parah sudah tidak seru epep sekarang,1
Muni Pah,2023-06-08,tolong pihak garena bug jaringan itu baik masa org lagi enak perang malah tiba jaringan saat sudah mati jaringan langsung baik minimal bug itu yang uruslah jangan banyak update selalu,1
rappa wkwk,2023-06-08,garena saya milik masalah jaringan padahal jaringannyabagus saya heran saat saya buka aplikasi lain bagus tapi saat login free firenya kenapa ngelag tolong jawab garena,5
Rasendriya Putra 20 5 - D,2023-06-08,gamenya kembang masih ada banyak sangat bug yang sangat rugi contoh karakter alok bisa pakai koneksi error silah cek koneksi dan coba bahkan customer servicenya juga bantu,1
Amar Oii,2023-06-08,update buka tambah bagus semakin tambah aneh orang jaringan saja bagus tapi kenapa tiba-tiba mental sendiri kata update biar golwal tidak layang semakin jadi tengelam kecewa update tidak jelas,1
raffanza- Role,2023-06-08,tolong kepada developer iya setiap ganti mode smooth standar ultra costum hud nya selalu pindah tempatber ubah ubah tombol dan kalau masang glowall glowallnya ngambang mohon baik depa sekian terima kasih,2
Heri kw11,2023-06-08,tolong baik saat main atau looting delay padahal jaringan bagus  terima kasih,5
Dapit Vordebourg,2023-06-08,keluh kesah saya sudah meng update ff serverjaringan jadi lambat padahal belum update tidak ngelag device tidak masalah wifi juga lancar buat main permainan lain sering ketemu temen bot sudah update entah kenapa sedikit delay tolong gloowall jangan dibatasi karena itu sgt enak bgi kami apalagi kami player rush tolong baca pesan saya bukan keluh kesah saya saja tapi banyak teman saya yang baru update rasa apa yang saya rasa mohon kerja sama,1
Daniel Ari Wirat Songko,2023-06-08,bagi developer free fire tolong baik free fire mula kembali glowal mula setiap pasang glowal yang lindung karakter bukan glowalnya dan letak rumah map muda kembali juga mula tolong mula free fire admin trima kasih maaf jika ada kata yang salah mohon maaf,3
Nurul Hidayat,2023-06-08,yang jelas permainan bagus dan yang sangat di sayang sering ngelag padahal sinyal bagus,5
Nyimas Sopiah,2023-06-08,hp saya jelek tapi permainan bisa masuk loh tanpa lag dan bug mungkin yang suka ngelag itu karena memori penuh coba hapus yang tidak perlu hp kamu,5
PW 02,2023-06-08,permainan semakin apdate harus semakin bagus tidak semakin jelek sejak dulu sampai sekarang bug dameg selalu ada bukan nya urus malah apdate saja dipikirin,2
Wisnu Putra,2023-06-08,tambah aneh ff vest tingkat musle level forgif level masa saya tembak kalau kalau musuh tidak mati saya yang s tembak satu kalau langsung mati aneh,1
Jose Wahyu nurcahyono 005,2023-06-08,halo tim garena saya masuk permainan royal tapi loding lama sangat sih padahal kemaren lebih cepat seperti kemarin saat upadate masuk permainan lama sangat padahal masih ada kohta internet,4
Muhammad Farhan,2023-06-08,kenapa sih sekarang tidak bisa main tembak glowal pakai tombol tembak kirigw jadi kaku setiap kalau mau tembak terus glowal pasti saja tidak vlid lah gjls anjing ff sekarang mh mau glowal saja suka tiba atasskrg tidak bisa naik selsaikan glowal dulu ingat saya tidak sulit mau glowal jongkok diri atau apa mudah kecewa sangat sama garena please baik lagi bug yang seperti begini saya rindu sama ff yang dulu tidak salah sih kenapa proplayer pada mutusin pensiun iya karena mas ini msi banyak bug yang harus baik garena sih cuan ketawa,1
Emang ya,2023-06-08,semakin update semakin banyak bug semakin rusak saja permainan,1
Ciaaa Ajaa,2023-06-08,kenapa iya jringan ff nya selalu naik turun padahal krtunya bagus scroll tiktok atau youtube an lancar lancar saja tapi gilir main permainan kenapa jringan jadi jelek sangat  jadi tolong dong garena baik dari segi bug nya terus jaringan nya,2
Desianaakun Utama,2023-06-08,tolong metode bayar dari bank kenapa selalu error padahal sudah bayar tapi selalu keluar notipikasi yang bilang selesai bayar sudah bayar tapi konfirmasi bayar balikin duit saya an,1
irsyad dul ibad,2023-06-08,saya sangat kecewa kepada permainan karena mode cs rank musuh pada tidak berotak jago semua dan tim saya tidak pernah dapat player jago dan saya mohon untuk kasih seimbang mode cs rank,2
Pengguna Google,2023-06-08,semakin kesini semakin besar saja update nya admin nb grafik masih bit,5
Muhammad Nafis,2023-06-08,turut saya update baru sedikit gmna ya glowal nya bisa sampai selsaikan loh dulu kgk begitu sama ini player nya pada kok bisa tembus global lah saya kgk bisa fix kh permainan nya jadi maaf kalau rating karena bug nya jadi kalau ada update yang turut saya bagus blh lah,1
Bang Lea,2023-06-08,biasa tidak ada iklan sekarang semakin ada iklan jadi kasih b dulu kalau sudah normal tambah b nya mohon baca terima kasih,1
Bazrah Jamhar,2023-06-08,jangan skin saja yang banyak baik soal koneksi sinyal bagus tapi main seperti kaset resah,3
ReyesAlfatih ZaraVova,2023-06-08,adhh walaupun bug glowall sudah difix tapi jaringan nya masih lambat padahal bagus loh buat main yang lain tolong dong perbaiki masalah ganggu sangat buat saya karena kalau ngelag hp saya patah patah ini tolong dong mimin garena,1
ni ketut negari,2023-06-07,aku sedikit tidak mengerti sama garena kenapa saat aku beri nomor wa temen saya dia bilang no nya tidak ada ngebug apa emng sudah sana buat jaga jaga soal susah kalau mau janji buat mabar tolong dong garena kembali dulu kalau yang sekarang sudah tidak enak sangat,1
Amir Nir,2023-06-07,garena oi sudah update banya sekali bug semakin tidak mengerti sama garena player nya ngasih keluh tapi tidak apa in open ana kgk tidak becus garena semakin hari semakin saja,1
Muhammad Riski,2023-06-07,tolong bug glowal fix admin ganggu sangat juga kalau jaringan lag tolong hp nya juga jangan lagg dong admin dan bug jaringan saat diloby lagg saat in permainan jaringan lancar saja tuhh,4
Sitiemaysaroh Saroh,2023-06-07,permainan nya bagus sih tapi bugbug nya itu buat aku kesal nomor saat masang gloo wall gloo wall nya itu tidak bisa ditaro nomor saya saat tembak pakai ac sudah aim merah tapi tidak mati nomor saya capt toon sudah nemu sg peluru tapi semakin clock tower memang kesal,5
Pahri Rosidin,2023-06-07,banyak bug bug nembus tanah walaupun itu jarang sih,4
Okta Piyansah,2023-06-07,woyy bug baik dong jangan mau untung nya saja masa setiap ada musuh selalu merah jaringan nya kata nya permainan nomor tapi habis upgrade semakin banyak bug nya,1
Sri rahayu,2023-06-07,bang garena tolong baik gamenya masa sudah ubdet bukan bagus semakin lambat banyak bug pula tolong baik kalau ff mana kita cari hibur tolon,2
Adhe Saleh,2023-06-07,garrna tidak jelas permainan burik minimql buat permainan yang benar lah deck glowal masih ngambang dan tenggelam tiap by one ada bug selalu layar nya dasar tidak bisa buat permainan kembali ff yang dulu dan milik ff yang dulu sekarang kgk jelas ff permainan bodoh,1
firan Alfrido (Firan alfrido),2023-06-07,jaringan tidak bagus tolong baik saat update nanti gamenya memang baguskalo saya ketemu musuh hp saya langaung patah patah dan jaringan tiba tiba naik dan kalau saya sudah mati jaringan lansung bagus dan hp saya tidak patah patah tolong diperbaiki iya garena tolong diperbaiki saat update nanti,1
Agung Nugraha,2023-06-07,sudah update semakin sering bug jaringan bagus tapi looting delay tiba tidak bisa gerak apa saat war,1
Topikk DaryattDahlann,2023-06-07,update terus terus event besar besar bug tidak selesai bug damage bug gloo wall layang,1
Faiz,2023-06-07,sinyal benarkan dulu lah ada fitur sinyal baru sama saja sudah laporin masalah sinyal kalau kalau masih saja ngelag fitur tidak berguna sudah wifi data tetap ngelag main csr saja musuh terbang semua nembus gloo wall mau jalan semakin teleport tidak jelas dari clock tower ngelag sampai factory,1
Andi Purwanto,2023-06-07,jaringan nya jadi susah terus jelek skrg tolong baik lagi untuk jaringan,1
Ky Xena,2023-06-07,sudah rap hari saya main permainan selalu keluar sendiri udah itu sulit kalau masuk sampai sampai keluar sendiri tolong baik,1
Yoka Budhiyanto,2023-06-07,game nya seru sangat terus seperti seperti bundlenya banyak sangat terus sini lawan pintar jadi kalau bot sama bot kalau yang sudah platinum selsaikan sudah tambah seru soal musuh banyak yang jago,5
Shobri Albaihaqi,2023-06-07,sekarang free fire tidak seru sangat dulu karena dari bagai seperti bug bug kita ngekill musuh nya mati kita juga sama sama mati terus bug damage main tiba tiba keluar sendiri apalagi yang paling serius bug jaringan tiba ping jelek padahal saya main permainan lain masih tetap bagus tolong pihak garena baik beri semua player yang main,1
Joni Kurniawan,2023-06-07,pli lah sinyal bagus selalu jadi setiap mau boyaahh,1
Mama Jiwa,2023-06-07,ep ep mah tidak jelas saat tidak ada musuh ping bagus saat ada musuh ping padahal sudah pakai wifi,2
Fattahu Ikram muarif,2023-06-07,saya tidak bisa beli box box yang diskon yang harga saya sudah coba kalau tapi masih gagal padahal jaringan saya bagus saldo dana saya cukup kenapa enggak bisa semakin error padahal tinggal jam,1
Ariel Gunawan,2023-06-07,semakin lama main permainan semakin bosan setiap main hp saya selalu patahpatah padahal data sudah diapus semua seperti nya main permainan harus pakai ipone sihemang permainan berat setiapa update semakin berat sudah aku hapus saja ini permainan memang sudah tidak seru lagiselamat tingal ep ep terima kasih sudah hibur saya lama  tahun saya cinta free firegame jelek dijit,4
Abdul Faqih,2023-06-07,permainan bagaimana sih saya mau login tiba tiba layar hitam padahal tidak ada hujan tidak lag juga emng permainan bur,1
RAIHAN PUTRA NAUFAL,2023-06-07,bagus sih bagus hanya untuk masalah jaringan tolong diperbaiki dong padahal jaringan saya bagus masih saja ngelag saat main gem terus harus ngelagnya saat ada musug gilir tidak ada musuhknock jaringan nya langsung lancar hdeh hdeh,1
Rika Susanti,2023-06-07,ff jelek setiap main cs tidak ada diser bagi teman saya kasih ada juga bug demag tembak musuh gamat mati hit pakai sg panjang jadi saya mati ff jelek,1
Rifaldi,2023-06-07,                               ,1
De Ilyas,2023-06-07,please lah garena kembali ff yang dulu yang tidak ada bug begitu sekian dari saya nanti kalau sudah tidak ada bug nya saya kasih bintang,3
Husni Zain,2023-06-07,tolong lah baik lagi koneksi jaringan nya sinyal nya biar tidak ngelag update terus tidak mntingin koneksi atau jaringan nya,1
lupanama Sendiri,2023-06-07,saat saya main sequad dengan teman selalu jaringan lag ketika temu dengan musuh atau saat warr dan gloowal juga suka layang jika dekat dengan musuh aku kecewa lihat permainan sudah ramai,2
TONI YUNIARTO official,2023-06-07,mohon maap garena kenapa sekarang bug jaringan iya padahal kuota banyak dan jaringan pun bagus kenapa tapi aneh lag parah sih garena,1
Nanda Ramadhani,2023-06-07,sekarang jaringan lag sendiri mohon baik padahal lancar dan satu hapus semua chiter dan bugg,2
Gea Sehati21,2023-06-07,garena mulai tidak jelas bos kalau kita main kita tembak musuh tidak bisa mati namun kalau kita tembak wah sadis langsung knock kenapa semakin lama garena semakin tidak jelas kecewa banr kalau begini jadi saya mohon pada garena sesuai dan seimbang semua tuas dalam permainan,5
Kyota Desu,2023-06-07,update skin selalu tapi tidak mikirin yang lainbug apa lagi coba buat buka permainan lain lancar tapi buat buka epep tidak bisa ini alasan saya saya pensiun buka Hanya dari aplikasi nya tapi playernya juga banyak yang kurang ajar sama orang lebih tuaterlalu fokus sama skin saja kamu admin sampai lupa sama yang lain,1
Al Furqhon,2023-06-07,permainan nya bagus tapi hilang bug yang lain nya dan bug dm kenapa tidak bisa pakai sudah top up kalau,5
Ujang Akmil,2023-06-07,saya suka juga sih sama updetetan tapi masih ada bug nya kalau update tan belum saya bisa masuk training cs rank tapi sekarang saya tidak bisa masuk mohon garena baik bug nya iya saya kasih bintang dulu deh,3
Daniel Hite,2023-06-07,free fire semakin update semakin rusak semakin jelek jaringan patah patah tidak bisa berguna update,1
Tamaro Rio,2023-06-07,seperti mana ff ini makin update semakin banyak bugnya apalagi bung jaring padahal pingnya ms tapi terasa ms tolong lah segera baik,1
Alissa Naufalina,2023-06-07,saya kasih bntng dulu karena aneh soal waktu saya mainkan dan sudah ngeheadshot musuh musuh masih hidup jadi aneh saja begitu padahal sudah merah angka kenapa masih hidud terus kan aku sudah ngekil kenapa tidak kda nya yang kill nya masih kosong terus banyak ngebug lagi garena tolong hapus bug an jadi susah main yang tadi musuh ada depan tb belakang padahl jaringan baik saja itu,2
Dani Frans,2023-06-07,dari dulu sampai sekarang emng paling the best deh garena walau pun permainan nya banyak yang bocil tapi saya hibur sekalitapi semakin lama semakin jelek anjing sering lambat jadi nya padahal yang lain nya bagus aja ketika main ff lambat sampai san tolong baik iya saya emosi soal nya mati terus gara ngeleg terimakasih,5
Haris Payapo,2023-06-07,bagus dan semakin enak buat main bagus benget tapi tolong beri gratis biar tidak habis banyak uang semoga lancar main permainan nya dan semakin banyak yang main permainan free fire dan semoga semakin kembang hilang bug deg dan bug glowal amin,5
Bang Erwin,2023-06-07,jaringan selalu error ketika masuk woe padahal jaringan data saya bagus semakin masuk permainan semakin error selalu,1
Mks Bang,2023-06-07,tolong baik soal sering macet mancet kalau saat main garena anak kecil pulang saja,1
Sholeh OneDir,2023-06-07,sudah update jadi banyak bug utama masalh sinyal asa sinyal bagus main permainan belah juga lancar ehh saat main ff ulang kalau sinyal syaa coba main permainan belah sinyal tetap bagus,1
saifulloh Ipul,2023-06-07,tolonh baik bug sinyal delay saat looting saya sangat terggangu terimakasih,4
Kadek Peter,2023-06-07,permainan buriq banyak bug dan jaringan kurang stabil ada juga bug gloowal layang tim yang performa kurang bagus,1
Rifai Amirmahmud,2023-06-07,untuk saat saya kecewa sama garena free fire karena nge lag ff nya yang nge lag bukan sinyal nya yang nge lag jadi mohon garena tolong biar aku main dengan damai dan aman jadi nickname saya yaitu mangeeak,4
Rizky Hidayat,2023-06-07,permainan bagus tapi kalau turun jangan besar sangat saya sudah susah naikin nya saya dikit heroic tapi turun,3
Buzed Chizz,2023-06-07,gamenya tidak balance harus semua senjata itu buat balance shotgun buat terlalu over power sedang sub mechine gun buat under rated saya yang pernah nyobain codm arena break out pubg mobile rasa gamenya terlalu pilih kasih dan terlalu fantasi,4
Darel Ambarura,2023-06-07,minta tolong untuk baik masalah dapat buka halaman bayar,1
EFUL SAEFULOH,2023-06-07,asli ff semakin parah sekarang bug nya banyak kalau kan saya keluar itu akun saat login akun saya pental ada yang maka kata padahal akun saya jaga awat memang aneh ff sekarang tolong admin baik segera sama settingan hud nya selalu elorr ngubah sendiri padahal saya sudah settingan saat ehh tahu ubah sendiri tolong sekali baik segera biar main aman nyaman,1
Agung Kurniawan,2023-06-07,kenapa efef semakin update semakin banyak bug nya tolong baik untuk developer nya,4
Mardatilla Datil,2023-06-07,ff ngebug terus saat aku main permainan keluar terus sudah malas saya main bisa tidak ff baik,1
Salman Anta,2023-06-07,permainan sangat bagus mangkak nya saya kasih bintang lima ada emotnya ngeri dan karakter juga bagus tapi harus top up diamond kalau tidak harus top up kita tidak bisa beli karakter dan emotnya,5
Ulil Amri,2023-06-07,mulai sekarang ff saat saya mulai main bisa gerak padahal sinyal saya sudah bagus,2
